season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3,0,9,20,0,6,0,1,1.0543351,1.111028,0.84403545,-0.20720789,1.9487792,-0.2116413,219
3,0,9,21,0,6,0,1,0.9504663,0.9347065,1.0515003,-0.4601824,1.1444622,-0.4111272,164
3,0,9,22,0,6,0,1,0.9504663,0.9347065,1.0515003,-0.71231085,1.0008342,-0.38896212,162
3,0,9,23,0,6,0,1,0.84659743,0.8462549,1.1552328,-0.4601824,0.42632213,-0.5293411,123
3,0,9,0,0,0,0,1,0.84659743,0.66993344,1.3626976,0.04492055,0.05288923,-0.53672945,109
3,0,9,1,0,0,0,1,0.84659743,0.7583851,1.0515003,-0.4601824,0.16779166,-0.8174874,75
3,0,9,2,0,0,0,1,0.84659743,0.7583851,1.0515003,0.04492055,-0.4067205,-0.7805456,60
3,0,9,3,0,0,0,1,0.74272865,0.58206373,1.3626976,0.04492055,-0.32054365,-0.92831296,43
3,0,9,4,0,0,0,1,0.74272865,0.58206373,1.0515003,-0.20720789,-0.8950558,-1.068692,4
3,0,9,5,0,0,0,1,0.74272865,0.58206373,1.0515003,-0.4601824,-0.8663302,-1.0613035,6
3,0,9,6,0,0,0,1,0.74272865,0.58206373,1.1033666,0.29789504,-0.8950558,-1.0760803,3
3,0,9,7,0,0,0,1,0.84659743,0.7583851,0.7921693,0.04492055,-0.6077997,-0.950478,30
3,0,9,8,0,0,0,1,0.84659743,0.7583851,0.7921693,-0.20720789,-0.29181805,-0.7362154,70
3,0,9,9,0,0,0,1,0.84659743,0.7583851,0.7921693,-0.20720789,1.604072,-0.3446319,189
3,0,9,10,0,0,0,1,1.0543351,1.111028,0.5847044,-0.4601824,2.3796635,-0.012155372,297
3,0,9,11,0,0,0,1,1.2620727,1.2873493,0.37723953,-0.20720789,2.3796635,0.10605851,337
3,0,9,12,0,0,0,1,1.3659415,1.4636707,0.16977464,-0.20720789,2.3796635,0.5345838,435
3,0,9,13,0,0,0,2,1.4698104,1.5515405,-0.037690226,0.802998,2.3796635,0.18733054,419
3,0,9,14,0,0,0,1,1.4698104,1.6399921,0.16977464,1.1820368,2.3796635,0.054339934,361
3,0,9,15,0,0,0,1,1.4698104,1.6399921,0.16977464,0.802998,2.3796635,0.32032117,410
3,0,9,16,0,0,0,1,1.5736791,1.7278619,-0.19328888,0.29789504,2.3796635,-0.056485575,337
3,0,9,17,0,0,0,1,1.3659415,1.4636707,0.16977464,0.29789504,2.3796635,0.17255382,376
3,0,9,18,0,0,0,1,1.3659415,1.4636707,0.16977464,0.04492055,2.3796635,0.15038872,356
3,0,9,19,0,0,0,1,1.2620727,1.2873493,0.37723953,0.04492055,2.3796635,0.010009731,328
3,0,9,20,0,0,0,1,1.2620727,1.2873493,0.37723953,0.92906225,2.0924072,-0.17469946,229
3,0,9,21,0,0,0,1,1.1582038,1.2873493,0.5847044,0.5500235,2.0924072,-0.33724353,207
3,0,9,22,0,0,0,2,1.1582038,1.2873493,0.5847044,0.802998,1.1157367,-0.47023416,155
3,0,9,23,0,0,0,2,1.1582038,1.1988977,0.37723953,-0.20720789,0.42632213,-0.66972005,104
3,0,9,0,1,1,0,2,1.0543351,1.111028,0.5847044,0.29789504,-0.004561981,-0.6106131,97
3,0,9,1,1,1,0,2,0.9504663,0.9347065,0.84403545,-0.71231085,-0.34926927,-0.83965254,54
3,0,9,2,1,1,0,2,0.9504663,0.9347065,0.84403545,-0.20720789,-0.4067205,-0.9357013,39
3,0,9,3,1,1,0,2,0.9504663,0.9347065,0.5847044,0.92906225,-0.78015333,-1.009585,16
3,0,9,4,1,1,0,2,0.9504663,0.9347065,0.3253733,0.802998,-0.80887896,-1.0613035,8
3,0,9,5,1,1,0,2,0.84659743,0.8462549,0.5847044,-0.20720789,-0.8376046,-1.068692,6
3,0,9,6,1,1,0,2,0.84659743,0.8462549,0.5847044,-0.4601824,-0.72270215,-1.0613035,11
3,0,9,7,1,1,0,1,0.84659743,0.8462549,0.5847044,-0.20720789,-0.57907414,-0.87659436,41
3,0,9,8,1,1,0,2,0.84659743,0.7583851,0.7921693,0.04492055,0.3975965,-0.6844968,101
3,0,9,9,1,1,0,3,0.9504663,0.9347065,0.5847044,-0.20720789,0.9146574,-0.44068068,152
3,0,9,10,1,1,0,2,1.0543351,1.0225763,0.37723953,-0.20720789,2.178584,-0.086039044,244
3,0,9,11,1,1,0,2,1.0543351,1.111028,0.5847044,-0.20720789,2.0062306,0.43114668,308
3,0,9,12,1,1,0,2,1.1582038,1.1988977,0.37723953,0.04492055,2.3796635,0.4680885,353
3,0,9,13,1,1,0,2,1.2620727,1.2873493,0.37723953,-0.4601824,2.3796635,0.638021,389
3,0,9,14,1,1,0,1,1.2620727,1.2873493,0.37723953,-0.20720789,2.3796635,0.4680885,357
3,0,9,15,1,1,0,2,0.9504663,0.9347065,0.84403545,0.802998,2.2934866,-0.04909721,253
3,0,9,16,1,1,0,2,0.9504663,0.9347065,0.84403545,0.802998,1.7477,0.32032117,284
3,0,9,17,1,1,0,2,0.84659743,0.66993344,1.3626976,-0.71231085,0.16779166,-0.5293411,114
3,0,9,18,1,1,0,1,0.84659743,0.66993344,1.3626976,-0.83837503,-0.004561981,-0.4185156,123
3,0,9,19,1,1,0,3,0.84659743,0.66993344,1.6220287,-0.71231085,0.5986758,-0.18947619,175
3,0,9,20,1,1,0,3,0.84659743,0.66993344,1.6220287,0.5500235,-0.14819002,-0.6844968,82
3,0,9,21,1,1,0,2,0.84659743,0.66993344,1.6220287,0.92906225,-0.32054365,-0.8027107,60
3,0,9,22,1,1,0,2,0.534991,0.40574232,1.3108314,2.443525,-0.46417168,-0.7362154,64
3,0,9,23,1,1,0,3,0.3272534,0.31729066,1.3108314,1.6871396,-0.80887896,-0.97264314,20
3,0,9,0,0,2,1,3,0.22338459,0.2294209,1.6220287,1.4341651,-0.8663302,-1.0465268,8
3,0,9,2,0,2,1,3,0.22338459,0.2294209,1.6220287,0.5500235,-0.8950558,-1.0834687,2
3,0,9,3,0,2,1,3,0.22338459,0.2294209,1.6220287,0.92906225,-0.8663302,-1.0982454,1
3,0,9,4,0,2,1,2,0.22338459,0.2294209,1.6220287,0.92906225,-0.8663302,-1.0760803,4
3,0,9,5,0,2,1,3,0.22338459,0.2294209,1.3108314,1.4341651,-0.8663302,-0.950478,21
3,0,9,6,0,2,1,2,0.22338459,0.2294209,1.3108314,1.1820368,-0.8950558,-0.5662829,72
3,0,9,7,0,2,1,2,0.22338459,0.2294209,1.0515003,1.4341651,-0.72270215,0.12822361,172
3,0,9,8,0,2,1,3,0.22338459,0.2294209,1.0515003,1.6871396,-0.46417168,1.4802948,364
3,0,9,9,0,2,1,2,0.22338459,0.2294209,0.9477679,1.9392681,-0.37799487,0.13561198,185
3,0,9,10,0,2,1,3,0.22338459,0.2294209,1.0515003,1.4341651,-0.43544608,-0.43329233,106
3,0,9,11,0,2,1,3,0.22338459,0.2294209,1.0515003,1.6871396,-0.57907414,-0.52195275,89
3,0,9,12,0,2,1,3,0.22338459,0.2294209,1.0515003,1.6871396,-0.43544608,-0.72143865,67
3,0,9,13,0,2,1,3,0.22338459,0.2294209,1.3108314,0.92906225,-0.75142777,-0.92092454,29
3,0,9,14,0,2,1,3,0.22338459,0.2294209,1.3108314,0.802998,-0.80887896,-0.94308966,24
3,0,9,15,0,2,1,3,0.22338459,0.2294209,1.6220287,1.6871396,-0.37799487,-0.5736713,89
3,0,9,16,0,2,1,3,0.22338459,0.2294209,1.6220287,1.6871396,-0.57907414,-0.39635047,106
3,0,9,17,0,2,1,2,0.22338459,0.2294209,1.3108314,1.6871396,-0.46417168,0.940944,291
3,0,9,18,0,2,1,2,0.22338459,0.2294209,1.3108314,1.6871396,-0.26309243,1.4950716,373
3,0,9,19,0,2,1,2,0.22338459,0.2294209,1.3108314,1.9392681,-0.5503485,0.8892255,281
3,0,9,20,0,2,1,3,0.22338459,0.2294209,1.3108314,0.92906225,-0.5216229,0.010009731,163
3,0,9,21,0,2,1,3,0.22338459,0.2294209,1.3108314,0.802998,-0.5503485,-0.29291335,121
3,0,9,22,0,2,1,2,0.22338459,0.2294209,1.6220287,1.1820368,-0.75142777,-0.51456434,84
3,0,9,23,0,2,1,3,0.22338459,0.2294209,1.6220287,0.5500235,-0.8376046,-0.6844968,58
3,0,9,0,0,3,1,2,0.22338459,0.2294209,1.6220287,0.29789504,-0.8663302,-1.009585,13
3,0,9,1,0,3,1,3,0.22338459,0.2294209,1.6220287,0.5500235,-0.8376046,-1.0760803,5
3,0,9,2,0,3,1,2,0.22338459,0.2294209,1.6220287,0.29789504,-0.8376046,-1.068692,6
3,0,9,3,0,3,1,3,0.3272534,0.31729066,1.6220287,-0.4601824,-0.8663302,-1.090857,2
3,0,9,4,0,3,1,3,0.3272534,0.31729066,1.6220287,-0.20720789,-0.8950558,-1.068692,4
3,0,9,5,0,3,1,2,0.3272534,0.31729066,1.933226,-0.4601824,-0.8663302,-0.9874199,16
3,0,9,6,0,3,1,3,0.534991,0.40574232,1.3108314,-0.71231085,-0.8663302,-0.5515062,75
3,0,9,7,0,3,1,3,0.534991,0.40574232,1.3108314,-0.83837503,-0.80887896,-0.4850109,86
3,0,9,8,0,3,1,3,0.6388598,0.40574232,1.6220287,-0.83837503,-0.63652533,1.2586439,328
3,0,9,9,0,3,1,3,0.534991,0.40574232,1.3108314,-0.4601824,-0.4928973,0.20210728,190
