season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2,1,5,23,0,3,1,2,0.015646962,0.05251758,0.74030304,0.5500235,-0.29181805,-0.5293411,98
2,1,5,0,0,4,1,2,-0.08822185,-0.035352163,0.99963415,0.29789504,-0.46417168,-0.5441178,90
2,1,5,1,0,4,1,2,-0.19209066,-0.123803824,1.3108314,-0.71231085,-0.63652533,-0.9874199,24
2,1,5,2,0,4,1,2,-0.19209066,-0.123803824,1.3108314,-0.4601824,-0.78015333,-1.0021967,17
2,1,5,3,0,4,1,2,-0.19209066,-0.123803824,1.3108314,-1.5964525,-0.8376046,-1.068692,6
2,1,5,4,0,4,1,2,-0.19209066,-0.123803824,1.3108314,0.5500235,-0.8950558,-1.0834687,2
2,1,5,5,0,4,1,2,-0.19209066,-0.123803824,1.3108314,0.5500235,-0.8663302,-0.950478,21
2,1,5,6,0,4,1,2,-0.19209066,-0.123803824,1.3108314,-0.20720789,-0.66525096,-0.15253435,136
2,1,5,7,0,4,1,3,-0.29595947,-0.21167357,1.6220287,-0.71231085,-0.66525096,1.6797807,384
2,1,5,8,0,4,1,3,-0.19209066,-0.123803824,1.3108314,0.04492055,-0.34926927,2.58855,627
2,1,5,9,0,4,1,2,-0.08822185,-0.035352163,1.3108314,-0.71231085,-0.17691562,0.96310914,304
2,1,5,10,0,4,1,2,0.11951578,0.14096925,0.74030304,-1.5964525,0.13906606,-0.122980885,168
2,1,5,11,0,4,1,1,0.22338459,0.2294209,0.74030304,-1.5964525,0.08161484,0.13561198,201
2,1,5,12,0,4,1,1,0.3272534,0.31729066,0.53283817,-0.4601824,0.94338304,0.6527977,301
2,1,5,13,0,4,1,1,0.534991,0.66993344,0.3253733,0.04492055,0.48377332,0.50503033,265
2,1,5,14,0,4,1,1,0.74272865,0.7583851,0.117908426,0.04492055,0.05288923,0.16516545,204
2,1,5,15,0,4,1,1,0.84659743,0.8462549,-0.08955645,0.04492055,0.9146574,0.52719545,283
2,1,5,16,0,4,1,1,0.9504663,0.9347065,-0.29702133,-0.20720789,0.3975965,1.302974,370
2,1,5,17,0,4,1,1,1.1582038,1.111028,-0.45261997,-0.4601824,1.604072,2.58855,704
2,1,5,18,0,4,1,1,1.1582038,1.111028,-0.2451551,-0.4601824,0.94338304,2.58855,706
2,1,5,19,0,4,1,1,1.0543351,1.0225763,-0.08955645,0.04492055,0.6848526,2.3521223,522
2,1,5,20,0,4,1,1,0.74272865,0.7583851,0.53283817,0.04492055,0.5986758,1.6206739,420
2,1,5,21,0,4,1,1,0.6388598,0.66993344,0.7921693,-0.4601824,0.3114197,0.80056506,299
2,1,5,22,0,4,1,1,0.6388598,0.66993344,0.7921693,-1.5964525,-0.062013194,0.50503033,246
2,1,5,23,0,4,1,1,0.534991,0.49361205,1.0515003,-1.5964525,-0.29181805,-0.35940865,121
2,1,5,0,0,5,1,1,0.534991,0.58206373,0.7921693,1.1820368,-0.34926927,-0.5810597,89
2,1,5,1,0,5,1,1,0.534991,0.58206373,0.7921693,-0.71231085,-0.46417168,-0.85442924,48
2,1,5,2,0,5,1,1,0.4311222,0.40574232,1.0515003,-0.4601824,-0.8950558,-1.0169734,11
2,1,5,3,0,5,1,1,0.3272534,0.31729066,1.3108314,0.29789504,-0.8950558,-0.99480826,14
2,1,5,4,0,5,1,1,0.3272534,0.31729066,1.3108314,0.04492055,-0.8950558,-1.068692,4
2,1,5,5,0,5,1,1,0.3272534,0.31729066,1.3108314,0.04492055,-0.8950558,-0.92092454,24
2,1,5,6,0,5,1,1,0.22338459,0.2294209,1.6220287,-0.71231085,-0.66525096,-0.15992272,135
2,1,5,7,0,5,1,1,0.3272534,0.31729066,1.3108314,-1.5964525,-0.63652533,1.4655181,356
2,1,5,8,0,5,1,1,0.3272534,0.31729066,1.3108314,-1.5964525,0.08161484,2.58855,618
2,1,5,9,0,5,1,1,0.534991,0.58206373,0.7921693,-1.5964525,0.024163626,0.8375069,294
2,1,5,10,0,5,1,2,0.6388598,0.66993344,0.53283817,-0.4601824,0.3975965,0.0395632,199
2,1,5,11,0,5,1,2,1.0543351,1.0225763,-0.08955645,-1.5964525,1.316816,0.23904912,258
2,1,5,12,0,5,1,3,0.6388598,0.66993344,0.7921693,1.4341651,0.42632213,-0.17469946,171
2,1,5,13,0,5,1,2,0.74272865,0.7583851,0.53283817,-1.5964525,1.1444622,0.43114668,278
2,1,5,14,0,5,1,2,0.84659743,0.8462549,0.5847044,0.802998,1.4891696,0.076505035,242
2,1,5,15,0,5,1,2,1.1582038,1.1988977,-0.037690226,-0.71231085,2.0636816,0.6749628,343
2,1,5,16,0,5,1,1,1.3659415,1.1988977,-0.76381725,-0.20720789,1.460444,1.5467901,440
2,1,5,17,0,5,1,1,1.0543351,1.0225763,-0.45261997,2.318307,1.8626025,2.58855,643
2,1,5,18,0,5,1,1,1.0543351,1.0225763,-0.45261997,2.318307,1.316816,2.58855,641
2,1,5,19,0,5,1,1,1.0543351,1.0225763,-0.6082186,-0.4601824,0.94338304,1.7684412,452
2,1,5,20,0,5,1,1,0.9504663,0.9347065,-0.6082186,-0.71231085,0.7710294,0.7857883,313
2,1,5,21,0,5,1,1,0.74272865,0.7583851,0.3253733,0.04492055,0.5124989,0.27599096,235
2,1,5,22,0,5,1,1,0.534991,0.49361205,1.0515003,-0.4601824,0.54122454,0.24643749,232
2,1,5,23,0,5,1,1,0.534991,0.49361205,1.0515003,-0.83837503,0.56995016,0.41636994,256
2,1,5,0,0,6,0,1,0.534991,0.49361205,1.0515003,-1.5964525,0.3114197,-0.2781366,153
2,1,5,1,0,6,0,1,0.534991,0.49361205,1.0515003,-1.5964525,-0.0907388,-0.51456434,107
2,1,5,2,0,6,0,1,0.4311222,0.40574232,1.3108314,-1.5964525,-0.20564122,-0.72143865,75
2,1,5,3,0,6,0,1,0.4311222,0.40574232,1.0515003,-1.5964525,-0.57907414,-0.94308966,32
2,1,5,4,0,6,0,1,0.3272534,0.31729066,1.3108314,-0.71231085,-0.8950558,-1.0317501,9
2,1,5,5,0,6,0,1,0.3272534,0.31729066,1.3108314,-0.83837503,-0.66525096,-0.99480826,22
2,1,5,6,0,6,0,2,0.22338459,0.2294209,1.6220287,-1.5964525,-0.63652533,-0.85442924,42
2,1,5,7,0,6,0,1,0.3272534,0.31729066,1.3108314,-1.5964525,-0.66525096,-0.51456434,87
2,1,5,8,0,6,0,1,0.4311222,0.40574232,1.0515003,-0.83837503,0.3114197,0.04695157,197
2,1,5,9,0,6,0,1,0.6388598,0.66993344,0.7921693,-0.71231085,0.8572062,0.5493606,284
2,1,5,10,0,6,0,1,0.84659743,0.8462549,0.117908426,-0.4601824,2.3796635,1.000051,432
2,1,5,11,0,6,0,1,1.0543351,1.0225763,-0.2451551,-0.83837503,2.3796635,1.5172367,575
