CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-0.6656225,2.0210345,-1.3287641,0,-1.206732,2.119833,-1.8802618,1.2023169,2,-0.3577655,-1.7573187,0.7071397,-1.3555146,42.3
-0.66159534,2.0210345,-1.2339231,0,-1.1972299,2.3112185,-1.2579517,0.6451811,4,-1.0942366,-1.7573187,0.5705569,-1.2556558,48.5
-0.66613,2.0210345,-1.2339231,0,-1.1972299,2.3112185,-1.3041805,0.6451811,4,-1.0942366,-1.7573187,0.4534109,-1.3883255,50.0
-0.6309858,-0.5794707,-0.07978012,0,-0.5674956,-0.6103883,-1.6455619,0.07808275,4,-0.7794546,0.06357536,0.7869881,-0.24850753,22.6
-0.60280824,-0.5794707,-0.07978012,0,-0.5674956,0.080505386,-0.5716327,0.27612707,4,-0.7794546,0.06357536,0.68034846,-0.23424198,24.4
-0.5960712,-0.5794707,-0.07978012,0,-0.5674956,-0.7819205,0.14669088,0.27612707,4,-0.7794546,0.06357536,0.39457524,0.7771859,22.5
-0.631152,-0.5794707,-0.07978012,1,-0.5674956,-0.3356191,-0.3369329,0.2201717,4,-0.7794546,0.06357536,-0.03145798,0.29215702,24.4
-0.540568,-0.5794707,-0.07978012,1,-0.5674956,-1.4791672,1.1174945,0.04403556,4,-0.7794546,0.06357536,0.7869881,1.4947433,20.0
-0.6194936,-0.5794707,-0.07978012,1,-0.5674956,-0.5007983,0.836566,0.045051176,4,-0.7794546,0.06357536,0.59524685,0.664488,21.7
-0.5586733,-0.5794707,-0.07978012,1,-0.5674956,-1.3838716,0.71210396,-0.057525635,4,-0.7794546,0.06357536,0.69978523,1.6217068,19.3
-0.60658455,-0.5794707,-0.07978012,1,-0.5674956,-0.74380225,-0.5254039,-0.063522585,4,-0.7794546,0.06357536,0.47389832,0.48759514,22.4
-0.62974715,-0.5794707,-0.07978012,0,-0.5674956,0.1583302,-1.2899562,0.07808275,4,-0.7794546,0.06357536,0.20440997,-0.4610643,28.1
-0.58472407,-0.5794707,-0.07978012,0,-0.5674956,-1.3711655,-2.090069,-0.095006555,4,-0.7794546,0.06357536,-1.7329643,2.4162982,23.7
-0.612376,-0.5794707,-0.07978012,0,-0.5674956,-0.14820424,-0.9307945,0.07808275,4,-0.7794546,0.06357536,0.615209,-0.44822532,25.0
