CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-0.6419886,2.0210345,-0.7363722,0,-1.0512421,1.1224048,-1.8091406,0.8259117,7,-0.47061187,-1.1036645,0.44710708,-1.1058674,33.1
-0.6555381,2.0210345,-1.3068777,0,-0.71434724,1.5258232,-0.9770232,0.115128405,7,-1.1061151,-0.029803831,0.6178355,-0.8105704,36.1
-0.65564686,2.0210345,-1.3068777,0,-0.71434724,0.54110116,-0.37249348,-0.20019494,7,-1.1061151,-0.029803831,0.60102534,-0.5252593,28.4
-0.6495322,2.0210345,-1.3068777,0,-0.71434724,1.8180633,0.11824241,-0.33116052,7,-1.1061151,-0.029803831,0.7869881,-0.876192,33.4
-0.6572994,2.0210345,-1.3068777,0,-0.71434724,0.9111661,0.0613455,-0.29077786,7,-1.1061151,-0.029803831,0.7869881,-0.7249771,28.2
-0.52326626,-0.5794707,-0.18045756,0,-0.09238745,0.57127815,0.49518448,-0.22558524,4,-0.61909395,-0.029803831,0.7869881,-1.1515172,22.8
-0.5666429,-0.5794707,-0.18045756,0,-0.09238745,-0.48173913,0.28893316,-0.32956457,4,-0.61909395,-0.029803831,0.7523171,-0.37689754,20.3
0.123999506,-0.5794707,-0.18045756,0,-0.09238745,-2.0684123,-1.0943731,-0.6115661,4,-0.61909395,-0.029803831,-1.6531159,0.003992805,16.1
-0.43341038,-0.5794707,-0.18045756,0,-0.09238745,-0.24349992,-0.5609645,-0.55309594,4,-0.61909395,-0.029803831,0.7869881,-0.9460932,22.1
-0.5931408,-0.5794707,-0.18045756,0,-0.09238745,-0.4007378,0.776113,-0.45941782,4,-0.61909395,-0.029803831,0.75546896,-0.12725031,19.4
-0.5908176,-0.5794707,-0.18045756,0,-0.09238745,-0.014790292,0.50585264,-0.25203952,4,-0.61909395,-0.029803831,0.6026013,-0.67219454,21.6
-0.56066114,-0.5794707,-0.18045756,0,-0.09238745,0.4632764,0.6658752,-0.08784891,4,-0.61909395,-0.029803831,0.72342455,-0.47532988,23.8
-0.5955969,-0.5794707,-0.18045756,0,-0.09238745,-0.90580493,0.32449374,0.07788929,4,-0.61909395,-0.029803831,0.7617728,-0.15863453,16.2
-0.5760475,-0.5794707,-0.18045756,0,-0.09238745,-0.57385826,0.5200769,0.103811584,4,-0.61909395,-0.029803831,0.46129066,0.8157029,17.8
-0.59811646,-0.5794707,-0.18045756,0,-0.09238745,-0.7835088,0.111130305,0.11981956,4,-0.61909395,-0.029803831,0.7869881,0.47475615,19.8
