season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1,1,3,12,0,4,1,2,0.6388598,0.8462549,-0.66008484,-0.4601824,0.799755,0.4237583,265
1,1,3,13,0,4,1,2,0.84659743,0.8462549,-1.1268808,-0.83837503,0.88593185,0.46070015,273
1,1,3,14,0,4,1,2,1.1582038,1.0225763,-1.6974092,-0.71231085,1.4317183,0.20949565,258
1,1,3,15,0,4,1,1,1.1582038,1.0225763,-1.5936768,0.29789504,1.9775048,0.28337932,287
1,1,3,16,0,4,1,1,1.1582038,1.0225763,-1.3343457,1.6871396,1.8338768,1.3473042,426
1,1,3,17,0,4,1,1,1.0543351,0.9347065,-1.2306132,0.5500235,1.3742671,2.58855,713
1,1,3,18,0,4,1,1,0.84659743,0.8462549,-0.9712821,0.802998,1.9200537,2.58855,746
1,1,3,19,0,4,1,2,0.74272865,0.8462549,-0.66008484,0.04492055,1.1731879,1.5098484,425
1,1,3,20,0,4,1,2,0.4311222,0.40574232,-0.14142266,1.4341651,0.8284806,0.89661384,330
1,1,3,21,0,4,1,1,0.22338459,0.2294209,0.2735071,0.802998,0.13906606,0.43114668,243
1,1,3,22,0,4,1,1,0.11951578,0.14096925,0.2735071,-0.4601824,0.024163626,-0.086039044,169
1,1,3,23,0,4,1,1,-0.08822185,-0.035352163,0.48097196,0.04492055,-0.5503485,-0.47023416,97
1,1,3,0,0,5,1,1,-0.29595947,-0.21167357,0.74030304,0.5500235,-0.66525096,-0.7362154,57
1,1,3,1,0,5,1,2,-0.39982828,-0.30012524,0.99963415,1.1820368,-0.78015333,-0.9357013,26
1,1,3,2,0,5,1,2,-0.39982828,-0.30012524,0.99963415,0.04492055,-0.8950558,-1.068692,4
1,1,3,3,0,5,1,2,-0.5036971,-0.38799497,1.2589653,0.802998,-0.8950558,-1.0760803,3
1,1,3,4,0,5,1,2,-0.5036971,-0.38799497,1.2589653,0.5500235,-0.8950558,-1.0760803,3
1,1,3,5,0,5,1,2,-0.5036971,-0.38799497,1.2589653,0.29789504,-0.8376046,-0.87659436,32
1,1,3,6,0,5,1,2,-0.5036971,-0.38799497,1.2589653,-0.20720789,-0.80887896,-0.38896212,99
1,1,3,7,0,5,1,2,-0.5036971,-0.38799497,1.2589653,0.04492055,-0.5216229,0.859672,278
1,1,3,8,0,5,1,2,-0.5036971,-0.38799497,1.2589653,0.29789504,-0.0907388,2.58855,562
1,1,3,9,0,5,1,2,-0.39982828,-0.30012524,0.99963415,-1.5964525,0.110340446,0.9483324,312
1,1,3,10,0,5,1,2,-0.5036971,-0.38799497,1.2589653,-0.83837503,0.3688709,-0.09342741,180
1,1,3,11,0,5,1,2,-0.29595947,-0.21167357,0.74030304,-1.5964525,0.25396848,0.13561198,207
1,1,3,12,0,5,1,2,-0.29595947,-0.21167357,0.99963415,-0.4601824,1.1731879,0.54197216,294
1,1,3,13,0,5,1,2,-0.19209066,-0.123803824,0.74030304,-0.83837503,0.5986758,0.43853503,260
1,1,3,14,0,5,1,2,-0.08822185,-0.035352163,0.48097196,-1.5964525,0.71357816,-0.019543739,202
