season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
4,0,10,5,0,6,0,1,-0.6075659,-0.47644663,0.16977464,-1.5964525,-0.8663302,-1.0465268,8
4,0,10,6,0,6,0,1,-0.7114347,-0.5643164,0.42910573,-1.5964525,-0.8663302,-0.97264314,18
4,0,10,7,0,6,0,1,-0.7114347,-0.6527681,0.6884368,-0.71231085,-0.66525096,-0.7362154,57
4,0,10,8,0,6,0,1,-0.5036971,-0.38799497,0.42910573,-1.5964525,-0.14819002,-0.44806907,114
4,0,10,9,0,6,0,1,-0.39982828,-0.30012524,0.22164086,-0.83837503,0.45504773,-0.19686456,169
4,0,10,10,0,6,0,2,-0.29595947,-0.21167357,-0.037690226,-0.71231085,1.604072,0.0026213634,236
4,0,10,11,0,6,0,2,-0.29595947,-0.21167357,-0.037690226,-0.71231085,2.264761,0.17255382,282
4,0,10,12,0,6,0,1,-0.19209066,-0.123803824,-0.40075374,-0.83837503,2.3796635,0.46070015,343
4,0,10,13,0,6,0,1,0.015646962,0.05251758,-0.91941595,-1.5964525,2.3796635,0.27599096,322
4,0,10,14,0,6,0,2,-0.08822185,-0.035352163,-0.76381725,0.29789504,2.3796635,0.20949565,310
4,0,10,15,0,6,0,1,-0.08822185,-0.035352163,-0.6082186,0.29789504,2.3796635,0.5493606,382
4,0,10,16,0,6,0,1,0.015646962,0.05251758,-0.91941595,0.04492055,2.3796635,0.30554444,359
4,0,10,17,0,6,0,1,-0.19209066,-0.123803824,-0.40075374,-0.4601824,2.3796635,0.50503033,360
4,0,10,18,0,6,0,1,-0.29595947,-0.21167357,-0.45261997,-0.83837503,2.2934866,0.5567489,335
4,0,10,19,0,6,0,1,-0.29595947,-0.21167357,0.22164086,-1.5964525,0.45504773,0.17994218,220
4,0,10,20,0,6,0,1,-0.39982828,-0.30012524,0.22164086,-1.5964525,0.48377332,-0.2781366,159
4,0,10,21,0,6,0,1,-0.5036971,-0.38799497,0.6884368,-1.5964525,0.16779166,-0.2116413,157
4,0,10,22,0,6,0,1,-0.5036971,-0.38799497,0.6884368,-1.5964525,-0.03328759,-0.2559715,144
4,0,10,23,0,6,0,1,-0.6075659,-0.47644663,0.99963415,-1.5964525,-0.119464405,-0.49978763,108
4,0,10,0,0,0,0,1,-0.7114347,-0.5643164,1.2589653,-1.5964525,-0.20564122,-0.6253899,88
4,0,10,1,0,0,0,1,-0.7114347,-0.5643164,1.2589653,-1.5964525,-0.57907414,-0.65494335,71
4,0,10,2,0,0,0,1,-0.8153035,-0.7406378,1.2589653,-0.83837503,-0.6077997,-0.8027107,50
4,0,10,3,0,0,0,1,-0.8153035,-0.6527681,1.2589653,-1.5964525,-0.46417168,-0.869206,46
4,0,10,4,0,0,0,1,-0.8153035,-0.6527681,1.2589653,-1.5964525,-0.75142777,-1.090857,6
4,0,10,5,0,0,0,1,-0.91917235,-0.7406378,1.2589653,-1.5964525,-0.8663302,-1.0834687,3
4,0,10,6,0,0,0,1,-0.91917235,-0.82908946,1.2589653,-0.71231085,-0.8950558,-1.009585,12
4,0,10,7,0,0,0,1,-0.8153035,-0.7406378,1.2589653,-0.83837503,-0.80887896,-0.9652548,21
4,0,10,8,0,0,0,1,-0.7114347,-0.7406378,1.2589653,-0.4601824,0.024163626,-0.6844968,88
4,0,10,9,0,0,0,1,-0.5036971,-0.38799497,0.6884368,-1.5964525,0.48377332,-0.39635047,143
4,0,10,10,0,0,0,1,-0.39982828,-0.30012524,0.42910573,-0.83837503,2.0924072,0.26860258,289
4,0,10,11,0,0,0,1,-0.19209066,-0.123803824,0.48097196,-0.20720789,2.3796635,0.39420483,333
4,0,10,12,0,0,0,1,0.015646962,0.05251758,-0.19328888,0.5500235,2.3796635,0.7414581,413
4,0,10,13,0,0,0,1,0.11951578,0.14096925,-0.40075374,0.04492055,2.3796635,0.7857883,415
4,0,10,14,0,0,0,1,0.11951578,0.14096925,-0.40075374,0.29789504,2.3796635,0.49764198,408
4,0,10,15,0,0,0,1,0.11951578,0.14096925,-0.5563524,-0.20720789,2.3796635,0.49764198,387
4,0,10,16,0,0,0,1,0.11951578,0.14096925,-0.40075374,0.04492055,2.3796635,0.50503033,405
4,0,10,17,0,0,0,1,0.015646962,0.05251758,0.014175991,-0.4601824,2.3796635,0.52719545,340
4,0,10,18,0,0,0,1,0.015646962,0.05251758,0.014175991,-0.71231085,1.6327976,0.34987465,284
4,0,10,19,0,0,0,1,-0.19209066,-0.123803824,0.74030304,-1.5964525,0.62740135,-0.06387395,193
4,0,10,20,0,0,0,1,-0.29595947,-0.21167357,0.48097196,-0.83837503,0.024163626,-0.27074823,144
4,0,10,21,0,0,0,1,-0.29595947,-0.21167357,0.48097196,-0.83837503,-0.20564122,-0.5441178,99
4,0,10,22,0,0,0,1,-0.39982828,-0.30012524,0.74030304,-0.71231085,-0.17691562,-0.58844805,94
4,0,10,23,0,0,0,1,-0.39982828,-0.30012524,0.74030304,-0.20720789,-0.37799487,-0.869206,49
4,0,10,0,0,1,1,1,-0.39982828,-0.30012524,0.74030304,-1.5964525,-0.72270215,-0.90614784,32
4,0,10,1,0,1,1,1,-0.5036971,-0.38799497,0.99963415,-0.4601824,-0.6939765,-1.0391384,15
4,0,10,2,0,1,1,1,-0.5036971,-0.38799497,1.2589653,-0.71231085,-0.8663302,-1.0539151,7
4,0,10,3,0,1,1,1,-0.5036971,-0.38799497,0.99963415,-0.83837503,-0.8663302,-1.0760803,4
4,0,10,4,0,1,1,1,-0.5036971,-0.38799497,0.99963415,-1.5964525,-0.8663302,-1.0613035,6
4,0,10,5,0,1,1,1,-0.6075659,-0.47644663,1.2589653,-1.5964525,-0.8376046,-0.95786643,21
4,0,10,6,0,1,1,1,-0.5036971,-0.38799497,1.2589653,-0.71231085,-0.80887896,-0.4850109,86
4,0,10,7,0,1,1,2,-0.6075659,-0.47644663,1.6220287,-0.71231085,-0.57907414,0.9261673,285
4,0,10,8,0,1,1,2,-0.39982828,-0.30012524,1.3108314,-0.20720789,-0.32054365,1.6945575,398
4,0,10,9,0,1,1,2,-0.29595947,-0.21167357,0.99963415,-0.20720789,-0.062013194,0.12822361,195
4,0,10,10,0,1,1,2,-0.19209066,-0.123803824,0.99963415,0.5500235,0.45504773,-0.49239925,129
4,0,10,11,0,1,1,2,0.015646962,0.05251758,0.48097196,-0.20720789,0.799755,-0.29291335,168
4,0,10,12,0,1,1,2,0.11951578,0.14096925,0.2735071,-0.71231085,0.94338304,0.054339934,220
4,0,10,13,0,1,1,2,0.22338459,0.2294209,0.06604221,0.29789504,0.8284806,-0.078650676,198
4,0,10,14,0,1,1,2,0.22338459,0.2294209,0.06604221,0.04492055,0.9146574,-0.041708842,206
4,0,10,15,0,1,1,1,0.3272534,0.31729066,-0.14142266,-0.20720789,0.5986758,-0.17469946,177
4,0,10,16,0,1,1,1,0.22338459,0.2294209,0.06604221,0.04492055,1.0582855,0.6897395,310
4,0,10,17,0,1,1,1,0.11951578,0.14096925,0.2735071,-0.4601824,1.604072,2.58855,614
4,0,10,18,0,1,1,1,0.22338459,0.2294209,-0.14142266,-0.83837503,0.7710294,2.0639758,486
4,0,10,19,0,1,1,3,-0.08822185,-0.035352163,0.99963415,-1.5964525,-0.17691562,0.4680885,237
4,0,10,20,0,1,1,1,-0.08822185,-0.035352163,0.99963415,-0.71231085,-0.57907414,-0.22641803,129
4,0,10,21,0,1,1,1,-0.19209066,-0.123803824,1.2589653,-0.71231085,-0.5503485,-0.2559715,126
4,0,10,22,0,1,1,1,-0.08822185,-0.035352163,0.6365706,-0.20720789,-0.80887896,-0.53672945,79
4,0,10,23,0,1,1,1,-0.19209066,-0.123803824,0.74030304,-0.83837503,-0.63652533,-0.728827,59
4,0,10,0,0,2,1,1,-0.29595947,-0.21167357,0.74030304,-0.4601824,-0.78015333,-0.90614784,30
4,0,10,1,0,2,1,1,-0.29595947,-0.21167357,0.74030304,-0.4601824,-0.75142777,-1.0539151,11
4,0,10,2,0,2,1,1,-0.39982828,-0.30012524,0.99963415,-0.4601824,-0.8376046,-1.0760803,5
4,0,10,3,0,2,1,1,-0.5036971,-0.38799497,1.2589653,-1.5964525,-0.8663302,-1.0760803,4
4,0,10,4,0,2,1,1,-0.6075659,-0.47644663,1.2589653,-0.4601824,-0.8950558,-1.0613035,5
4,0,10,5,0,2,1,1,-0.6075659,-0.47644663,1.2589653,-0.4601824,-0.8950558,-0.92092454,24
4,0,10,6,0,2,1,1,-0.6075659,-0.47644663,0.99963415,-0.71231085,-0.80887896,-0.39635047,98
4,0,10,7,0,2,1,1,-0.5036971,-0.38799497,0.6884368,0.04492055,-0.46417168,1.1108764,314
4,0,10,8,0,2,1,1,-0.29595947,-0.21167357,0.48097196,-1.5964525,-0.17691562,1.7314993,408
4,0,10,9,0,2,1,1,-0.08822185,-0.035352163,-0.40075374,0.29789504,-0.062013194,0.3350979,223
4,0,10,10,0,2,1,1,0.015646962,0.05251758,-0.6082186,0.5500235,-0.14819002,-0.3446319,128
4,0,10,11,0,2,1,1,0.11951578,0.14096925,-0.76381725,0.802998,0.42632213,-0.2116413,166
4,0,10,12,0,2,1,1,0.22338459,0.2294209,-1.2306132,1.4341651,0.110340446,0.120835245,200
4,0,10,13,0,2,1,1,0.3272534,0.31729066,-1.3343457,1.6871396,0.16779166,0.09128177,198
4,0,10,14,0,2,1,1,0.3272534,0.31729066,-1.178747,0.5500235,1.0008342,-0.10820415,200
4,0,10,15,0,2,1,1,0.3272534,0.31729066,-1.3343457,-0.71231085,0.9146574,0.16516545,234
4,0,10,16,0,2,1,1,0.3272534,0.31729066,-1.3343457,0.04492055,0.5986758,0.6232442,285
4,0,10,17,0,2,1,1,0.3272534,0.31729066,-1.3343457,-0.71231085,1.0582855,2.58855,585
4,0,10,18,0,2,1,1,0.11951578,0.14096925,-1.0750146,-0.71231085,0.97210866,2.2486851,518
4,0,10,19,0,2,1,1,-0.08822185,-0.035352163,0.22164086,0.04492055,0.3688709,1.0739347,338
4,0,10,20,0,2,1,1,-0.19209066,-0.123803824,0.22164086,-0.71231085,0.25396848,0.43853503,248
4,0,10,21,0,2,1,1,-0.29595947,-0.21167357,0.48097196,-0.4601824,0.024163626,0.15038872,201
4,0,10,22,0,2,1,1,-0.19209066,-0.123803824,0.22164086,0.04492055,-0.26309243,-0.004767004,170
4,0,10,23,0,2,1,1,-0.29595947,-0.21167357,0.48097196,-0.4601824,-0.46417168,-0.51456434,94
4,0,10,0,0,3,1,1,-0.29595947,-0.21167357,0.48097196,0.04492055,-0.78015333,-0.8913711,32
4,0,10,1,0,3,1,1,-0.29595947,-0.21167357,0.22164086,0.5500235,-0.80887896,-1.0317501,12
4,0,10,2,0,3,1,1,-0.29595947,-0.21167357,0.22164086,-0.20720789,-0.8376046,-1.090857,3
4,0,10,3,0,3,1,1,-0.29595947,-0.21167357,0.22164086,0.29789504,-0.8950558,-1.0760803,3
4,0,10,4,0,3,1,1,-0.39982828,-0.30012524,0.42910573,0.5500235,-0.8950558,-1.0613035,5
4,0,10,5,0,3,1,1,-0.39982828,-0.30012524,0.42910573,0.29789504,-0.8950558,-0.94308966,21
