CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.02276925,-0.5794707,1.2319449,0,0.43455067,0.06938756,0.9788083,-0.81439835,5,-0.03110494,-1.7573187,-1.9863647,-0.21569675,23.8
0.067822576,-0.5794707,1.2319449,0,0.43455067,0.20121326,0.94680375,-0.7358093,5,-0.03110494,-1.7573187,-1.9863647,-0.18431252,22.3
-0.30742845,-0.5794707,1.2319449,0,0.43455067,-0.6358005,0.9254674,-0.6567851,5,-0.03110494,-1.7573187,-1.9863647,0.25934625,17.4
0.026847705,-0.5794707,1.2319449,0,0.43455067,-0.6278592,1.0214809,-0.6747759,5,-0.03110494,-1.7573187,-1.7749897,-0.08302709,19.1
-0.6301641,-0.5794707,-1.0340272,0,-0.38609067,-1.1170436,0.7085479,-0.5744721,5,-0.6666082,-0.8702165,0.7869881,0.2964367,23.1
-0.6444719,-0.5794707,-1.0340272,0,-0.38609067,0.22344892,0.5520814,-0.55019414,5,-0.6666082,-0.8702165,0.7134435,-0.5095672,23.6
-0.6466803,-0.5794707,-1.0340272,0,-0.38609067,-0.6612127,0.004448585,-0.52330464,5,-0.6666082,-0.8702165,0.5941962,-0.42397386,22.6
-0.6520669,-0.5794707,-1.0340272,0,-0.38609067,0.42992288,-1.2615077,-0.31515256,5,-0.6666082,-0.8702165,0.47494894,-1.0388193,29.4
-0.6509853,-0.5794707,-1.0340272,0,-0.38609067,-0.4055026,-0.7601037,-0.11077272,5,-0.6666082,-0.8702165,0.5941962,-0.35692576,23.2
-0.65581,-0.5794707,-1.0340272,0,-0.38609067,0.06303451,0.17158328,-0.22558524,5,-0.6666082,-0.8702165,0.71869665,-0.90186995,24.6
-0.65213335,-0.5794707,-1.0340272,0,-0.38609067,0.92863697,0.20714384,-0.4200991,5,-0.6666082,-0.8702165,0.49123383,-0.811997,29.9
-0.65473753,-0.5794707,-1.266023,0,-0.5761339,1.1192284,-0.36182532,-0.46183592,3,-1.2783543,-0.30994138,0.7869881,-1.0801895,37.2
-0.6522965,-0.5794707,-1.266023,0,-0.5761339,2.3112185,0.52363294,-0.5043949,3,-1.2783543,-0.30994138,0.7165954,-0.7206974,39.8
-0.65139014,-0.5794707,-1.266023,0,-0.5761339,-0.20855817,-0.22669514,-0.5736016,3,-1.2783543,-0.30994138,0.7869881,-0.45107841,36.2
-0.64469844,-0.5794707,-1.266023,0,-0.5761339,1.397174,0.84012204,-0.52393335,3,-1.2783543,-0.30994138,0.64094955,-1.1115737,37.9
-0.6419644,-0.5794707,-1.266023,0,-0.5761339,0.45692334,0.961028,-0.4531307,3,-1.2783543,-0.30994138,0.7869881,-0.9888899,32.5
-0.6471002,-0.5794707,-1.266023,0,-0.5761339,-1.0662193,0.75477666,-0.38498795,3,-1.2783543,-0.30994138,0.47705022,0.19515125,26.4
-0.6539309,-0.5794707,-1.266023,0,-0.5761339,-0.19426383,0.008004643,-0.24386625,3,-1.2783543,-0.30994138,0.27270135,0.07674714,29.6
-0.6552753,-0.5794707,-1.266023,0,-0.5761339,2.3112185,-0.53251606,-0.28279805,3,-1.2783543,-0.30994138,0.56267715,-1.1643562,50.0
-0.64840835,2.0210345,-1.123032,0,-1.0166888,0.8047526,-0.9770232,0.0022503843,5,-0.060801353,-1.5238708,0.6278166,-0.8462343,32.0
-0.6341972,2.0210345,-1.123032,0,-1.0166888,0.4458055,-1.4037501,0.3785588,5,-0.060801353,-1.5238708,0.048390415,-1.1486641,29.8
-0.64691293,2.0210345,-1.123032,0,-1.0166888,1.4448218,-1.0552565,0.3785588,5,-0.060801353,-1.5238708,0.7869881,-1.03026,34.9
-0.6448042,2.0210345,-1.123032,0,-1.0166888,1.0731688,-1.6740104,1.3037813,5,-0.060801353,-1.5238708,-0.22267388,-1.0716301,37.0
-0.6513207,2.0210345,-1.123032,0,-1.0166888,0.73645735,-1.3432971,1.3037813,5,-0.060801353,-1.5238708,0.40928414,-1.1301188,30.5
-0.6460247,2.0210345,-1.123032,0,-1.0166888,1.433704,-1.5033196,1.3037813,5,-0.060801353,-1.5238708,0.45025897,-1.389752,36.4
-0.66559225,2.0210345,-1.1974458,0,-1.3276687,0.83334124,-2.086513,1.1779422,1,-0.85072595,-1.3371124,0.6015507,-1.0816159,31.1
-0.667852,2.0210345,-1.1974458,0,-1.3276687,0.52204204,-1.770024,1.1779422,1,-0.85072595,-1.3371124,-0.27415508,-1.174342,29.1
-0.6680272,2.0210345,-1.5578418,0,-1.1462637,2.3112185,-1.3006244,0.9016957,4,-0.9101188,-1.8973875,0.64672804,-1.3754864,50.0
-0.6600818,2.0210345,-1.4031779,0,-1.3017536,1.6068245,-1.2259473,1.704803,2,-0.47061187,-2.4576626,0.7869881,-1.2171388,33.3
-0.658103,2.0210345,-1.4031779,0,-1.3017536,1.3209375,-1.1370457,1.704803,2,-0.47061187,-2.4576626,-1.4503429,-0.5709091,30.3
-0.6608159,2.0210345,-1.4031779,0,-1.3017536,1.5861771,-1.0765928,1.704803,2,-0.47061187,-2.4576626,0.5400884,-0.85479367,34.6
-0.66268295,2.0210345,-1.4104733,0,-1.310392,1.111287,-1.894486,1.8713633,3,-0.037044223,-0.68345815,0.7869881,-1.1486641,34.9
-0.66682786,2.0210345,-1.4104733,0,-1.310392,1.3654088,-1.9442707,1.8713633,3,-0.037044223,-0.68345815,0.1250869,-1.1643562,32.9
-0.66179174,2.0210345,-1.3287641,0,-1.206732,-0.17996947,-1.0730368,1.2023169,2,-0.3577655,-1.7573187,0.6225634,-0.7392426,24.1
-0.6656225,2.0210345,-1.3287641,0,-1.206732,2.119833,-1.8802618,1.2023169,2,-0.3577655,-1.7573187,0.7071397,-1.3555146,42.3
-0.66159534,2.0210345,-1.2339231,0,-1.1972299,2.3112185,-1.2579517,0.6451811,4,-1.0942366,-1.7573187,0.5705569,-1.2556558,48.5
-0.66613,2.0210345,-1.2339231,0,-1.1972299,2.3112185,-1.3041805,0.6451811,4,-1.0942366,-1.7573187,0.4534109,-1.3883255,50.0
-0.6309858,-0.5794707,-0.07978012,0,-0.5674956,-0.6103883,-1.6455619,0.07808275,4,-0.7794546,0.06357536,0.7869881,-0.24850753,22.6
-0.60280824,-0.5794707,-0.07978012,0,-0.5674956,0.080505386,-0.5716327,0.27612707,4,-0.7794546,0.06357536,0.68034846,-0.23424198,24.4
-0.5960712,-0.5794707,-0.07978012,0,-0.5674956,-0.7819205,0.14669088,0.27612707,4,-0.7794546,0.06357536,0.39457524,0.7771859,22.5
-0.631152,-0.5794707,-0.07978012,1,-0.5674956,-0.3356191,-0.3369329,0.2201717,4,-0.7794546,0.06357536,-0.03145798,0.29215702,24.4
-0.540568,-0.5794707,-0.07978012,1,-0.5674956,-1.4791672,1.1174945,0.04403556,4,-0.7794546,0.06357536,0.7869881,1.4947433,20.0
-0.6194936,-0.5794707,-0.07978012,1,-0.5674956,-0.5007983,0.836566,0.045051176,4,-0.7794546,0.06357536,0.59524685,0.664488,21.7
