RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.983824929,55.0,0.0,0.064116496,4600.0,2.0,1.0,0.0,0.0,6.0,1.0
0.9999999,32.0,0.0,0.017050837,3166.0,1.0,0.0,0.0,0.0,0.0,1.0
0.89647667,38.0,0.0,0.311935067,5420.0,9.0,0.0,1.0,0.0,2.0,1.0
0.159748582,42.0,0.0,0.029384109,4253.0,4.0,0.0,0.0,0.0,3.0,0.0
0.231179214,31.0,1.0,0.02444842,5030.0,3.0,1.0,0.0,1.0,2.0,1.0
0.684933598,30.0,2.0,0.56535866,4000.0,5.0,1.0,1.0,2.0,3.0,1.0
0.027830993,55.0,0.0,0.190139631,5800.0,9.0,0.0,0.0,0.0,0.0,0.0
0.75984803,31.0,1.0,0.189622479,5800.0,7.0,0.0,0.0,0.0,0.0,1.0
1.474525475,34.0,1.0,0.371653543,1269.0,8.0,4.0,0.0,2.0,1.0,1.0
0.960451977,24.0,1.0,0.109556178,2500.0,2.0,3.0,0.0,0.0,0.0,0.0
0.9999999,35.0,98.0,0.008663779,3000.0,0.0,98.0,0.0,98.0,0.0,1.0
0.805659479,40.0,2.0,0.573506021,4400.0,9.0,0.0,0.0,0.0,2.0,0.0
1.34620506,74.0,1.0,0.124943208,2200.0,5.0,3.0,0.0,1.0,0.0,1.0
0.358296799,31.0,0.0,0.155503329,2552.0,9.0,0.0,0.0,1.0,0.0,1.0
0.386038373,28.0,1.0,0.186232505,3500.0,7.0,0.0,0.0,0.0,0.0,1.0
0.9999999,45.0,1.0,0.416738075,3500.0,2.0,0.0,1.0,2.0,1.0,1.0
2.297612046,42.0,1.0,0.806048488,4000.0,8.0,2.0,1.0,4.0,0.0,1.0
1.274725275,36.0,0.0,0.328557148,3000.0,2.0,4.0,0.0,0.0,2.0,1.0
0.816367265,36.0,0.0,0.277044855,7200.0,5.0,0.0,1.0,0.0,0.0,1.0
0.419135373,33.0,0.0,0.294688548,5666.0,10.0,0.0,1.0,0.0,0.0,0.0
0.000699983,53.0,0.0,0.0,4100.0,5.0,0.0,0.0,0.0,2.0,0.0
0.842572062,49.0,1.0,0.646370726,3333.0,5.0,0.0,1.0,0.0,2.0,1.0
0.282496718,33.0,0.0,0.406397306,2969.0,13.0,0.0,1.0,0.0,0.0,0.0
0.804101,29.0,1.0,0.127740809,9166.0,5.0,1.0,0.0,0.0,1.0,1.0
0.9999999,31.0,0.0,0.075392461,10000.0,3.0,0.0,0.0,0.0,2.0,1.0
0.9999999,53.0,1.0,0.034510563,6200.0,1.0,3.0,0.0,0.0,0.0,1.0
0.438000442,47.0,4.0,0.629432151,3750.0,14.0,0.0,1.0,0.0,0.0,1.0
0.002832396,43.0,0.0,0.13048369,8000.0,6.0,0.0,1.0,0.0,0.0,0.0
