RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.00663576,74.0,0.0,0.00137836,1450.0,2.0,0.0,0.0,0.0,0.0,0.0
0.031339031,50.0,1.0,0.355433171,4720.0,7.0,1.0,1.0,0.0,3.0,1.0
0.0,73.0,0.0,0.251902701,6700.0,7.0,0.0,1.0,0.0,0.0,0.0
0.007556107,73.0,0.0,0.003747658,1600.0,3.0,0.0,0.0,0.0,0.0,0.0
0.006096578,73.0,0.0,0.002883229,2080.0,6.0,0.0,0.0,0.0,0.0,0.0
0.0,65.0,0.0,0.040751416,10060.0,8.0,0.0,0.0,0.0,0.0,0.0
0.015719022,64.0,0.0,0.001415068,17666.0,5.0,0.0,0.0,0.0,0.0,0.0
0.016089446,75.0,0.0,0.379320194,3500.0,3.0,0.0,1.0,0.0,0.0,0.0
0.009709364,68.0,0.0,0.006245269,5283.0,7.0,0.0,0.0,0.0,0.0,0.0
0.0,66.0,0.0,0.17537483,2200.0,8.0,0.0,0.0,0.0,0.0,0.0
0.052086309,77.0,0.0,0.196263689,4656.0,6.0,0.0,0.0,0.0,0.0,0.0
0.009257766,64.0,0.0,0.000933598,8568.0,2.0,0.0,0.0,0.0,0.0,0.0
0.00583768,90.0,0.0,0.039850805,10187.0,6.0,0.0,0.0,0.0,0.0,0.0
0.007623915,88.0,0.0,0.002504174,9583.0,5.0,0.0,0.0,0.0,1.0,0.0
0.132437351,89.0,0.0,0.083511777,2801.0,4.0,1.0,0.0,0.0,0.0,1.0
0.0,31.0,1.0,0.403250774,2583.0,5.0,0.0,0.0,2.0,0.0,1.0
0.02759816,93.0,0.0,0.004798081,2500.0,4.0,0.0,0.0,0.0,0.0,0.0
0.011923851,86.0,0.0,0.005258545,2281.0,4.0,0.0,0.0,0.0,0.0,0.0
0.071507668,76.0,0.0,0.224207615,4700.0,6.0,0.0,0.0,0.0,0.0,0.0
0.0,33.0,0.0,0.050518259,52000.0,7.0,0.0,2.0,1.0,3.0,0.0
0.020545787,73.0,0.0,0.374156461,4000.0,6.0,0.0,1.0,0.0,0.0,0.0
0.004638824,69.0,0.0,0.001785395,5600.0,7.0,0.0,0.0,0.0,2.0,0.0
0.031039321,81.0,0.0,0.011836914,2280.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,29.0,0.0,0.414050027,1878.0,6.0,0.0,0.0,1.0,0.0,1.0
0.009229349,41.0,1.0,0.27184769,6407.0,6.0,5.0,1.0,3.0,2.0,1.0
0.008037008,70.0,0.0,0.272202999,2600.0,6.0,0.0,1.0,0.0,0.0,0.0
