RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.470820554,30.0,0.0,1.165095687,3500.0,8.0,0.0,2.0,0.0,0.0,1.0
0.268279853,26.0,0.0,0.590704648,2000.0,6.0,0.0,2.0,0.0,0.0,1.0
0.941071872,34.0,0.0,1.082804046,4250.0,12.0,0.0,2.0,0.0,1.0,1.0
0.704779854,30.0,0.0,0.84498094,2360.0,9.0,0.0,1.0,0.0,0.0,0.0
0.107166972,39.0,0.0,0.988032909,2673.0,8.0,0.0,1.0,0.0,0.0,0.0
0.919123235,52.0,0.0,2.211490425,1200.0,9.0,0.0,1.0,0.0,1.0,0.0
0.98760248,30.0,1.0,2.119850187,800.0,7.0,0.0,2.0,0.0,0.0,1.0
0.903809781,43.0,1.0,1.282418457,3770.0,7.0,4.0,3.0,2.0,2.0,1.0
0.9999999,29.0,0.0,0.746198217,1906.0,6.0,0.0,1.0,0.0,1.0,1.0
0.131736527,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.786584467,61.0,0.0,1.732325695,2050.0,12.0,0.0,3.0,0.0,0.0,1.0
0.46645449,33.0,0.0,0.935532234,2000.0,12.0,0.0,1.0,0.0,0.0,1.0
0.9999999,33.0,0.0,1.030692363,1400.0,4.0,2.0,2.0,1.0,0.0,1.0
0.958915013,28.0,1.0,1.046863735,1386.0,13.0,2.0,0.0,0.0,0.0,1.0
0.017744471,47.0,0.0,1.563614744,840.0,13.0,0.0,2.0,0.0,0.0,0.0
0.236167149,31.0,0.0,0.676294959,7200.0,13.0,0.0,3.0,0.0,0.0,1.0
0.035860591,62.0,0.0,2.291487532,1162.0,8.0,0.0,3.0,0.0,0.0,1.0
