RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.223510416,40.0,1.0,0.443280977,9167.0,16.0,0.0,1.0,0.0,2.0,0.0
0.082237023,43.0,0.0,0.226524861,11000.0,6.0,0.0,1.0,0.0,3.0,0.0
0.844942589,71.0,2.0,0.950508249,6000.0,16.0,2.0,1.0,0.0,0.0,1.0
0.018149392,62.0,0.0,0.191742148,8500.0,19.0,0.0,2.0,0.0,1.0,1.0
0.057523288,62.0,0.0,0.368195864,4206.0,7.0,0.0,2.0,0.0,0.0,0.0
0.076269984,56.0,0.0,0.170266379,8333.0,7.0,0.0,1.0,0.0,0.0,0.0
0.23101623,77.0,0.0,0.565692884,6674.0,23.0,0.0,6.0,0.0,0.0,0.0
0.213946513,63.0,1.0,0.368643641,9930.0,14.0,0.0,4.0,0.0,0.0,1.0
0.485303882,48.0,0.0,0.747914318,4434.0,16.0,0.0,2.0,0.0,0.0,1.0
0.022941745,59.0,0.0,0.49861547,5416.0,40.0,0.0,1.0,0.0,0.0,0.0
0.069902736,35.0,0.0,0.433044637,1500.0,5.0,0.0,1.0,0.0,0.0,0.0
0.245455172,56.0,0.0,0.725298588,1841.0,10.0,0.0,1.0,0.0,0.0,1.0
0.048920691,42.0,1.0,0.527748933,8666.0,10.0,0.0,3.0,0.0,2.0,0.0
0.029308142,57.0,0.0,0.644702437,9560.0,19.0,0.0,6.0,0.0,0.0,1.0
0.001103579,39.0,0.0,0.826293427,4000.0,6.0,0.0,2.0,0.0,0.0,0.0
0.237463033,52.0,1.0,0.290237467,7200.0,7.0,0.0,2.0,0.0,1.0,0.0
0.150923967,58.0,0.0,0.487116363,6092.0,28.0,0.0,2.0,0.0,0.0,0.0
0.39328907,66.0,0.0,0.476488065,9760.0,11.0,0.0,2.0,0.0,0.0,0.0
0.069458941,54.0,0.0,0.864497529,7283.0,12.0,0.0,4.0,0.0,1.0,0.0
0.168521573,42.0,0.0,0.734480353,4300.0,16.0,0.0,2.0,0.0,2.0,0.0
0.182434408,40.0,1.0,0.836034519,4750.0,21.0,0.0,1.0,0.0,1.0,1.0
0.207027442,62.0,0.0,0.380723855,5000.0,8.0,0.0,3.0,0.0,0.0,0.0
0.209186065,39.0,0.0,0.398435236,3450.0,3.0,0.0,1.0,0.0,1.0,0.0
1.198880299,37.0,2.0,0.478664524,5600.0,6.0,3.0,1.0,3.0,3.0,1.0
0.106809622,47.0,1.0,1.022181983,4417.0,19.0,0.0,2.0,0.0,0.0,1.0
