RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.612599337,51.0,0.0,0.521018931,7183.0,14.0,0.0,3.0,0.0,2.0,1.0
0.937993029,42.0,2.0,0.603777078,5400.0,9.0,0.0,1.0,0.0,2.0,1.0
0.755342694,60.0,0.0,0.295674087,16666.0,11.0,0.0,3.0,0.0,2.0,0.0
0.980110741,53.0,0.0,0.538544519,12050.0,9.0,0.0,2.0,0.0,5.0,1.0
0.01802654,65.0,0.0,0.132380216,12939.0,7.0,0.0,1.0,0.0,2.0,0.0
0.275341383,42.0,0.0,0.2473616,5400.0,9.0,0.0,0.0,0.0,1.0,0.0
0.138460936,64.0,0.0,0.310478802,8750.0,14.0,0.0,1.0,0.0,1.0,0.0
0.243042376,59.0,0.0,0.178172255,6083.0,12.0,0.0,0.0,0.0,1.0,0.0
0.100789798,76.0,0.0,0.034280817,7000.0,2.0,0.0,0.0,0.0,0.0,0.0
0.014607346,58.0,0.0,0.121344035,7350.0,11.0,0.0,1.0,0.0,3.0,0.0
0.032165093,41.0,0.0,0.308326463,8490.0,8.0,0.0,1.0,0.0,0.0,0.0
0.577800076,47.0,0.0,0.366492626,10916.0,11.0,0.0,1.0,0.0,1.0,1.0
0.166917517,59.0,0.0,0.266751755,4700.0,11.0,0.0,1.0,0.0,0.0,0.0
1.020020625,44.0,1.0,0.573895655,5500.0,10.0,0.0,1.0,1.0,0.0,1.0
0.225214856,81.0,0.0,0.148388129,12500.0,15.0,0.0,1.0,0.0,0.0,0.0
0.04570923,74.0,1.0,0.018897638,2539.0,10.0,0.0,0.0,0.0,0.0,0.0
0.203434903,28.0,4.0,0.448946947,3750.0,10.0,0.0,1.0,1.0,2.0,1.0
0.9999999,41.0,1.0,0.435760047,8584.0,12.0,0.0,3.0,0.0,0.0,0.0
0.764780115,37.0,0.0,0.640262193,9000.0,11.0,0.0,3.0,0.0,3.0,0.0
0.9999999,40.0,3.0,0.6109507,9350.0,9.0,0.0,4.0,0.0,1.0,1.0
0.871285721,53.0,0.0,0.600255292,9400.0,14.0,0.0,3.0,0.0,1.0,0.0
0.093863538,28.0,0.0,0.274435442,5800.0,6.0,0.0,0.0,0.0,2.0,0.0
0.094389172,62.0,0.0,0.134424643,12400.0,15.0,0.0,1.0,0.0,0.0,0.0
0.103830338,69.0,0.0,0.506802721,2351.0,19.0,0.0,2.0,0.0,0.0,0.0
0.0251761,48.0,0.0,0.202925947,12166.0,13.0,0.0,2.0,0.0,2.0,0.0
0.564604368,66.0,0.0,0.433522159,3000.0,9.0,0.0,0.0,0.0,1.0,0.0
0.016073117,70.0,0.0,0.261664858,6450.0,16.0,0.0,1.0,0.0,1.0,0.0
0.150901703,40.0,0.0,0.311668833,10000.0,27.0,0.0,3.0,0.0,5.0,1.0
0.12967875,49.0,0.0,0.361251639,5336.0,9.0,0.0,2.0,0.0,3.0,0.0
0.110510916,71.0,0.0,0.135540496,9000.0,7.0,0.0,0.0,0.0,1.0,0.0
0.269325852,63.0,0.0,0.235719569,12166.0,12.0,0.0,2.0,0.0,1.0,0.0
0.695320851,38.0,0.0,0.618575064,7859.0,8.0,0.0,2.0,0.0,3.0,1.0
0.138416658,38.0,0.0,0.215503285,10500.0,10.0,0.0,2.0,0.0,0.0,0.0
0.695337911,41.0,0.0,0.418451871,3500.0,9.0,0.0,1.0,0.0,2.0,0.0
0.635484788,73.0,1.0,0.672546196,8333.0,13.0,4.0,4.0,0.0,0.0,1.0
0.940224781,36.0,3.0,0.405349666,16000.0,20.0,0.0,8.0,0.0,1.0,0.0
