ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
78.878914,204.04353,0.66176796,96.00862,17.37147,-0.001654625,0.042779922,95.95934,18.706398,6.1549187,19.225628,2.8915453,74.46258,2.549512,1.1999187,1.4852333,8.05007,80.73452,3.4517622,4.5771303,0.14918518,88.931915,0 
67.33289,209.70294,4.255537,89.11594,31.494167,0.2974825,0.04455948,94.041374,44.5932,5.9146624,32.798447,1.244978,33.731754,-1.361381,3.1740532,3.155655,52.006382,71.808014,8.297588,6.100209,3.7305584,71.11667,0 
68.8828,125.274414,37.63555,62.5224,6.7822275,0.560668,-0.20717049,72.04098,69.24,5.9410057,6.2661676,-0.21129036,44.55255,-0.99368954,1.3618393,0.8331137,1.0459032,-8.142214,1.391654,0.20261288,-8.999513,76.93716,0 
60.397118,21.048973,4.948682,9.502098,0.6146698,-0.05767727,-0.18934059,99.73063,-6.9286857,6.975999,-0.052096367,1.4022284,64.01795,0.13214207,4.0280104,3.455143,120.112274,54.56648,0.053186417,1.2005444,0.91597843,99.111496,0 
66.9074,179.24052,18.754023,119.18764,2.279416,2.6546392,0.85240364,46.0289,47.77375,5.931576,5.1853657,0.38977146,26.41914,-0.5004349,1.6025925,0.32463455,15.397453,-8.999972,0.8863983,-6.9061356,-0.49770164,99.99983,0 
76.9105,244.79729,2.7308865,72.36695,14.181473,-0.07311249,-0.10162926,99.93434,-6.981385,7.042927,15.102396,3.719717,30.048985,0.1917057,1.9438419,1.7966251,27.617023,75.96298,6.5017033,1.8395824,0.4702263,77.3761,0 
55.455658,132.72658,5.7901955,62.248,20.726513,0.03427124,-0.020236969,82.20958,1.5329266,3.803237,23.075459,3.1540232,36.701897,0.10778713,-0.48542404,-0.31011868,90.543365,7.899891,5.5248003,1.4861155,3.820445,97.03793,0 
63.581383,116.72272,0.87515163,56.459076,22.38102,0.17925262,0.18220901,98.45432,-6.8883123,7.0153847,22.691307,4.2850895,33.840466,-0.40969563,0.9037304,1.121335,33.72644,69.926476,7.3128605,1.8514805,1.7517538,63.757286,0 
59.169594,113.38659,1.5039482,73.79832,41.15319,-0.050792694,-0.087841034,91.423134,3.0044222,3.9071617,40.371822,2.6767569,51.712055,1.26999,5.5610504,5.7986784,70.5577,58.679115,2.3292952,4.595831,1.057333,83.57845,0 
63.35544,63.0623,2.0845652,39.61833,23.97269,-0.060403824,-0.03453064,99.89374,-6.762462,6.884101,23.8493,1.6800117,30.40651,1.280098,2.023347,1.7963066,64.32526,65.59688,11.311703,2.7019386,1.3686733,98.54017,0 
61.1669,138.98169,-3.109755,72.28281,23.336567,0.6723032,0.6404104,94.25627,28.86211,5.6406784,55.634583,2.8093443,23.214588,-8.049418,-0.15472507,0.7234793,23.744987,78.67242,9.182724,2.9055338,0.56968117,80.02524,0 
74.99644,138.79153,13.442879,42.633827,5.0644646,0.035573006,-0.035066605,99.986015,-7.132387,6.879533,3.6679115,0.9599314,97.67122,-7.496298,1.7920637,1.764883,-5.004677,73.52186,-3.161096,1.8350706,-8.995628,99.9901,0 
67.940994,147.37576,5.026993,61.92148,20.66384,0.73795795,0.7761307,99.54465,-8.193274,5.910782,21.61422,6.0868406,34.138245,0.17418957,1.4654455,1.5708141,24.122757,91.02801,2.7980156,2.0245447,1.052598,48.92618,0 
61.9028,168.00002,9.203823,92.72838,27.45964,0.2703123,0.037568092,72.75965,3.3256617,4.586974,28.174564,0.14619064,25.996597,-0.25430584,0.42859745,0.68623257,18.298971,-8.755406,4.227006,0.5417137,0.7078638,40.642403,0 
59.885605,231.41008,2.1657047,97.113655,12.201118,0.5101528,-0.1277132,76.34728,5.267522,3.9546032,14.944349,1.3761301,37.14286,-0.035201073,0.124090195,0.35980988,72.55147,83.98202,3.2417746,2.0643587,2.736722,65.044205,0 
63.13501,292.43515,-0.033747673,152.8563,14.791481,0.49726963,-0.12551308,83.834335,19.518867,6.460169,14.199598,0.8178463,32.74025,2.94726,0.7100601,0.31040192,64.81126,64.148155,5.394022,1.9784546,1.3732166,84.77505,0 
58.05092,246.04982,3.1467628,92.62227,23.0727,0.10615349,-0.04268837,84.41107,2.9867926,4.015134,24.436493,4.989794,9.564024,0.13859558,1.6546965,1.4259357,51.74773,-8.879772,12.402397,0.8103838,1.3956614,79.56963,0 
60.542236,258.62268,-3.8399792,150.5009,25.094433,0.7916889,0.47676086,93.785034,13.575674,3.1057205,24.050743,0.9932184,29.745842,11.4296665,-0.6513109,0.057415962,13.300642,59.070923,6.012682,1.9301968,0.16539288,62.334923,0 
64.058624,174.30998,1.5190239,93.97717,11.424896,0.78579426,0.27904224,79.36823,20.482119,6.4789963,10.919596,1.3926497,23.488445,1.1691084,1.5571365,1.4568291,39.195618,-8.4325905,3.9914389,0.5325222,-0.033553123,74.042,0 
79.61784,176.82083,7.8044834,75.386345,15.225254,-0.10887623,-0.09861183,99.18021,-7.2175,6.3233166,11.35293,1.1589394,4.5498314,-7.114505,1.5513077,1.2799616,15.0637,-8.680137,3.7357512,1.0073385,0.49957466,61.148247,0 
73.348495,131.92825,6.0310755,48.66974,19.946798,-0.15431786,-0.065229416,99.59639,-6.9776506,5.665698,19.117018,2.2419624,33.690132,-7.3176327,0.6412077,0.7482872,30.46391,67.56517,6.0858374,4.0574627,0.8603163,78.636734,0 
55.39595,146.92433,7.2573605,62.777817,31.10347,-0.19846821,0.000423431,95.21059,7.3461533,4.331712,27.372425,2.3250713,24.108662,-7.0292907,1.9811249,1.8726673,76.284485,62.033356,13.307238,3.1127396,7.274626,93.338326,0 
72.49706,233.26456,-1.2144938,144.95673,27.468754,0.7042122,0.16424179,91.65191,72.41751,6.65753,26.721539,0.9883375,1.3346834,-0.5287123,2.62951,2.518834,46.929317,-8.676396,9.338963,-8.9840975,2.0473347,74.21293,0 
62.643097,168.90771,-0.33727074,66.163506,16.596453,0.52623653,0.47392464,97.9455,-7.558458,6.552931,19.65723,4.5314236,35.675697,-0.28055763,0.88378716,1.2286062,68.77075,81.18811,5.6516867,1.7015858,1.9707594,74.708466,0 
68.976585,138.59198,8.4758,107.98699,17.704903,0.058950424,-0.116786,77.606094,8.542658,5.5207844,11.407619,0.83300114,20.658998,-0.095383644,5.084511,4.9793596,37.373165,-8.835106,3.8376617,0.92134094,0.704175,48.068558,0 
73.25356,193.08917,11.551966,105.66823,22.119276,-0.09588814,-0.11172104,99.68479,-7.3763027,6.939554,22.821959,0.77173424,61.742332,0.11069393,7.522621,7.2452354,63.963417,63.5626,2.865386,3.7567263,0.70245934,96.44709,0 
71.90726,155.96579,12.428413,73.94152,23.78862,0.08392334,-0.16602993,96.12181,23.820961,5.9709225,25.336472,0.20872784,27.020306,0.07172775,0.053489685,-0.11398029,48.170837,-8.999932,7.321928,0.7388687,0.6741905,93.74687,0 
80.989,195.08702,3.7681952,69.4776,11.566898,-0.12534714,-0.07512951,99.77239,-7.0020514,6.9317055,12.445799,1.8059435,51.083797,0.37660027,2.5476303,2.5181246,15.872578,75.02057,2.115735,2.3745203,0.30984116,57.73629,0 
61.63257,80.88943,10.125593,68.58282,7.4953346,5.169245,4.961854,75.81415,26.84436,6.0764437,11.209488,0.24263573,76.69382,3.2971487,0.54552937,0.35441875,56.313972,75.57922,1.5772715,2.1201248,0.21632767,99.93823,0 
57.002686,116.560814,8.162601,70.22605,10.791187,1.984415,0.626297,69.49911,2.2837753,3.855607,11.949455,0.9920435,60.392853,-0.34897232,0.9801979,1.2548475,60.294983,53.10075,3.562029,4.8243275,0.9832659,98.37562,0 
58.991287,34.6304,8.136719,18.479448,19.640621,0.036776543,0.032377243,99.944595,-6.758873,6.945835,19.522465,1.1316967,47.716568,0.15462208,0.49505138,0.53427887,88.73295,67.356346,8.333687,3.027811,4.1441774,94.842316,0 
65.46382,159.6888,3.4586515,61.280342,52.073536,-0.1767788,0.24759102,99.98662,-6.170295,7.027067,51.779438,3.3729763,7.435705,-6.9022007,12.018406,12.455135,18.18892,47.100708,9.116354,2.2650518,1.0969648,44.58343,0 
63.121834,47.530487,2.4684172,29.147709,16.094812,0.09279156,0.05706024,98.580284,-7.3837876,5.9842386,16.74886,3.7446518,49.54862,-0.069586754,4.0963507,3.7516441,66.870125,77.66309,5.1988583,3.598341,1.792429,83.278366,0 
61.10372,66.04502,2.7816076,42.220043,31.589779,0.1038723,0.13586235,99.396324,-7.2497616,7.020851,32.825615,8.881531,25.006397,-0.078118324,1.0057316,0.66226864,43.62119,79.894646,10.118332,3.727271,1.5016565,58.645058,0 
66.143326,115.07493,9.014988,50.42003,7.722702,0.5762367,0.5273895,99.82918,-6.4102507,6.9031973,7.0278244,1.0444756,45.269394,0.02229786,1.2525921,1.0599737,96.41072,52.358677,0.93531895,1.5182543,-6.883807,57.560905,0 
83.27873,43.292095,5.2382717,27.293373,8.04039,-0.037961006,-0.047171593,99.81559,-6.534119,7.0303154,7.374214,1.70819,26.885555,-7.1763563,0.7345629,0.51472664,3.2843285,81.88932,1.4667854,1.5647707,0.11935043,46.422977,0 
83.16839,4.4457064,10.375418,228.0982,12.1147995,0.025494576,0.09070015,99.96767,-5.5116014,7.283045,9.53858,0.87374306,-8.340887,0.13700104,1.411974,2.1309853,10.257725,-8.779173,1.6230421,-8.9995575,1.5375204,30.303635,0 
61.571373,140.39638,2.8847876,69.52023,22.999374,0.07192612,-0.06121254,88.79338,-1.0231371,4.4133215,22.707592,0.94436073,21.73584,2.6969233,0.8458071,0.71416855,35.7909,61.93714,3.772418,1.5855494,0.85827065,41.10182,0 
55.742424,387.17105,3.305029,104.349594,43.511448,0.50505924,0.2020073,80.53358,-2.1882691,4.114154,47.1884,4.573395,60.355766,0.061832428,5.3235493,5.2996407,27.928612,37.225094,5.5822086,6.4605513,1.2308216,70.468315,0 
51.840073,40.32744,6.6439238,26.671253,11.244978,-0.185462,-0.28369808,72.23256,0.15058613,4.3760853,11.003134,0.8581333,73.035774,-0.2572012,-0.058836937,-0.14426136,94.708824,55.047516,3.3603573,4.844118,1.6749392,99.45482,0 
67.73724,127.127365,-0.8109789,53.024082,23.753895,-0.29084396,-0.03679943,99.99322,-6.76665,7.086771,30.083683,2.846612,24.1684,0.47768402,2.4681673,2.5298119,21.000557,68.54375,3.529173,3.1360197,0.8747215,43.975544,0 
65.45403,109.11532,3.655303,46.43157,31.297184,0.028424263,-0.020584106,94.30044,72.33282,5.9829245,32.519386,2.93328,26.244152,-0.03753662,0.21887302,0.2620592,69.26497,89.459496,9.338856,2.305503,1.6802301,95.40736,0 
65.9432,259.18906,11.4816265,112.40104,27.378983,0.733263,0.6299906,98.61674,6.3475094,-2.7248082,21.165106,1.1695795,26.124828,0.19641781,4.281046,3.955412,9.129604,80.755066,3.2378798,2.6482153,-0.3377304,44.212204,0 
60.150414,238.1717,-1.3343902,110.71251,22.148394,2.4175777,1.1184769,81.514885,3.5487823,4.547022,22.90298,3.8680048,60.49372,-0.7267132,1.0239773,1.4266052,12.8325,60.75499,3.4478836,5.4661465,0.5838461,73.45309,0 
54.535877,91.369255,6.3189125,29.575493,15.43539,1.4933395,1.4019947,86.30605,9.652214,3.912569,14.219906,1.8811426,21.182777,-7.3403287,7.3546066,6.881192,57.401215,-3.9990988,6.5242643,1.4301405,1.3745451,78.240486,0 
89.979935,412.65768,-1.6982551,173.77882,11.664955,-0.08001423,-0.17516518,99.946495,-6.295723,7.1668415,10.951906,2.0516186,-2.2501917,0.037701607,1.4161797,1.6661711,2.0832138,-8.970281,2.250163,-8.435791,0.22964478,18.650232,0 
62.140396,122.09639,4.1350946,27.054325,13.680542,-0.38391113,-0.14154339,99.89397,-6.039132,7.0946484,11.963263,5.395461,21.519562,-7.208292,2.071333,2.207862,82.26349,94.37753,7.9942417,2.0140095,2.378131,96.38649,0 
62.882774,156.57819,8.594328,102.32538,10.606155,0.96276665,0.3663683,76.09796,19.753185,6.187604,11.247833,-0.043003082,47.53431,-0.67356014,0.8428278,1.2547798,69.00238,28.297348,3.4744825,1.5424271,2.9141598,97.45402,0 
70.55993,215.57507,-0.05854416,108.26441,20.254097,1.8110075,-0.1521635,79.71315,18.668968,6.3141937,23.65807,1.5881786,50.65976,1.6748142,0.8944473,0.72714233,6.4229,61.80922,4.3869057,3.9942017,0.05088997,74.495995,0 
56.296043,225.71486,15.007103,99.25451,14.622166,1.3434286,-0.10075855,75.71062,1.666913,3.7781487,16.233135,0.6145601,40.828693,-0.17238235,1.4179325,1.0286779,62.772858,63.810715,4.615285,2.0325108,1.5215178,71.85727,0 
61.91131,174.3954,10.062296,86.09622,16.177553,0.023750305,-0.061902046,86.17012,1.0021563,3.3976269,17.182268,0.4732666,14.301483,0.25051022,0.34646893,0.31288433,47.395313,-8.954963,3.5023031,0.6866894,1.0780325,48.779118,0 
60.973015,23.535599,3.296095,67.554214,32.83864,-0.19460964,0.16361809,95.578735,14.374561,5.8327875,4.8211613,1.4265232,46.233807,0.030114174,2.8833838,3.5456982,69.43367,68.99472,9.337797,9.857664,3.7048416,84.42324,0 
63.546585,217.39482,0.080462456,90.5263,29.36198,0.6066103,0.53739834,99.15953,-7.063539,6.046526,27.24723,2.5352993,31.41159,-0.41757965,1.0377808,1.2766457,59.594376,59.16368,12.44408,2.5427685,2.0337334,79.08323,0 
79.58033,80.432846,0.7515192,92.31009,21.110886,0.06037712,0.13010406,99.4702,-6.3132296,7.069353,28.379414,1.0754776,0.4050436,5.009362,-0.15211487,0.59899044,18.237848,-8.999945,2.4951897,-8.077533,0.6672945,8.076157,0 
59.592583,50.093098,1.8037195,29.344654,15.780476,1.467206,1.453474,99.55685,-7.6068325,5.535074,16.44272,6.2502956,61.900215,0.013841629,1.6649618,1.565381,63.339806,76.858925,4.304676,3.0371418,1.499363,71.39706,0 
79.595985,266.99982,83.89338,165.13995,11.776579,0.11934471,0.036681175,99.58198,-6.5313525,6.983465,11.72143,-0.11044979,4.9358654,0.06895828,0.8566103,0.94370365,17.483042,-8.976342,2.197404,-8.22609,0.4012022,32.894035,0 
57.23873,147.5867,-2.2411728,162.75687,22.245604,1.8276548,1.1022196,88.34434,9.218277,3.327447,1.3009605,1.2087812,26.503242,1.5962648,0.6570854,0.8302994,18.834036,66.33819,8.259302,1.1302032,0.39390564,78.73798,0 
77.62115,150.28195,0.8052206,52.219246,17.16724,-0.028268814,-0.09023285,99.94974,-6.3312845,6.9808273,17.583857,1.1597891,7.4727974,0.16285324,0.82561874,0.576911,12.801554,-8.886445,6.795038,-7.3740005,0.24026108,65.50073,0 
63.569595,185.81123,4.1239157,119.66145,24.01101,0.32529163,0.011436462,91.42244,51.25079,6.3554983,22.560614,0.44572735,33.008682,11.874903,-0.4171276,-0.24668884,66.5808,70.28325,6.320838,2.0110455,2.0124817,75.68542,0 
69.80355,-3.60736,17.149555,44.235382,9.315666,0.6344805,-0.01889038,87.887634,43.695053,5.9182835,5.938918,1.9299116,2.1622038,-7.5598917,2.4261837,1.2793427,29.561954,-8.994717,5.609188,0.73067474,0.21645737,96.43047,0 
66.1305,208.0033,5.1341524,75.48083,32.885494,-0.058403015,-0.004850388,99.87244,-6.7788563,6.948655,34.384853,5.4054832,48.287815,0.3446064,3.3763905,3.207034,64.09078,62.892128,9.719494,2.6999893,4.802326,79.50209,0 
55.660194,57.69729,1.1487503,32.549686,33.592842,0.15630817,0.28259277,99.946495,-6.27885,7.066942,46.277603,1.8503637,14.401968,-4.031226,7.3169117,7.63546,81.134315,68.17935,14.884506,2.7010374,6.357561,69.77489,0 
59.98626,371.47452,3.3198566,116.99807,27.870869,0.6166973,0.42905426,91.12971,5.0890617,4.324065,28.331959,4.6749372,35.078674,-0.08209419,0.3163395,0.23539639,56.9718,72.573425,6.635627,1.7661562,1.9613304,79.93275,0 
72.22389,434.32407,59.824097,166.95644,14.889393,-0.13980389,-0.07346916,99.53108,-7.2621336,6.989461,16.16307,0.06307793,46.49239,0.16868305,5.643243,5.7288046,9.169678,45.245537,0.8877201,3.8974552,-0.18064213,55.567253,0 
62.786896,141.24078,1.5650053,39.567932,12.502789,0.18138695,0.054761887,99.6323,-7.194559,6.9258785,11.916817,3.7050676,49.410305,-1.1911945,7.4043884,7.044777,102.33369,87.89868,3.5839558,1.7822762,3.59517,98.42582,0 
81.19228,295.83536,23.32143,165.04428,10.404848,0.3356676,0.1330471,99.59486,-7.092704,7.0379295,10.388964,0.118281364,-5.3222904,-0.057059288,0.46032333,0.3974781,-0.7458906,-8.626025,-0.11923885,-8.981057,0.027931213,10.364126,0 
65.47736,175.36246,0.7382021,66.57842,9.152813,0.23314095,-0.22448635,69.81907,11.815195,5.9578304,10.594669,1.994381,17.154,-0.45523548,1.5657463,1.326272,43.56313,-7.63868,5.7325907,0.7239561,0.7006674,85.06403,0 
81.58202,128.48251,8.654709,44.3643,9.744776,0.17592525,-0.23117924,99.63857,-6.5647526,7.074854,9.457907,1.0592012,24.538826,-7.2993608,1.3755722,1.0373135,37.163754,-8.865165,2.2557392,0.84576416,-8.973366,66.947296,0 
68.48978,196.54373,9.573925,92.28549,27.306236,0.008493423,-0.084653854,94.21998,2.5169086,2.8786411,28.917969,0.62709045,40.2059,-0.19884777,0.5221691,0.4054985,8.770597,85.65384,1.6582155,5.061716,0.44320965,57.819366,0 
68.26131,290.67328,0.30852032,152.84465,24.487286,3.5637045,2.7060165,90.042145,35.107983,6.445115,24.51582,1.4457293,7.9337597,0.60211754,1.3233423,1.2787828,26.577026,-8.994922,6.2104673,-8.407104,1.0692873,52.8514,0 
